node	degree	length	cluster
s1874	4	129116	1
s2183	2	412	1
s132044	2	597	1
s4232	4	40212	3
s125469	2	17	3
s129117	2	57	3
s105747	3	16	1
s114558	2	77	3
s3839	4	34396	1
s143424	2	963	3
s105238	2	104	1
s4320	4	115939	1
s83209	3	375	1
s2047	2	162	3
s3368	4	14070	1
s2513	4	34585	3
s806	4	4700	3
s222	4	8404	3
s2956	4	425998	1
s4501	4	157294	1
s82998	2	414	3
s3141	2	68	1
s81824	5	779	1
s82238	2	98	3
s525	2	81	3
s3736	4	43095	1
s83136	2	51	1
s82372	3	86	1
s83170	4	107	1
s134804	4	823	1
s4614	2	2904	1
s83336	2	85	1
s82087	3	19	1
s115077	2	7	1
s82871	2	127	3
s114945	4	4432	1
s114627	2	80	1
s2189	4	37490	1
s2637	5	9	1
s114873	4	1004	1
s490	4	726	3
s125550	2	9	1
s81443	2	59	1
s818	4	466	3
s121130	3	247	1
s3616	4	143242	1
s105571	4	3778	1
s114731	2	56	1
s3065	4	16570	3
s3727	2	239	1
s78	2	1	3
s104830	2	98	1
s114672	2	15	1
s2051	4	244619	3
s137932	2	6	1
s4303	4	165	3
s1326	4	21643	1
s81463	2	3	1
s374	3	7	1
s129124	2	1	1
s5341	4	91	1
s138344	2	3731	1
s1142	2	3504	3
s140412	2	189	3
s207	3	143	1
s105398	4	1	1
s81894	2	231	3
s2497	5	9192	1
s121095	2	70	1
s83060	5	636	3
s1374	4	103488	3
s81693	3	310	1
s4598	4	15766	3
s4873	4	69570	3
s2535	2	105	3
s2990	2	4898	1
s4114	4	35550	1
s125621	2	8	3
s5217	4	17679	1
s1304	4	6219	3
s4347	2	5	3
s105365	2	843	1
s1762	4	161691	3
s4284	4	129386	1
s82189	3	3	1
s105166	2	1209	3
s1842	2	19	3
s82906	4	69	1
s83074	4	128	3
s1886	2	58	1
s137957	2	268	3
s143415	2	56	1
s337	4	10049	3
s82507	3	37	3
s4412	3	14	1
s4743	2	1376	1
s82606	3	30	3
s105720	5	156	1
s3444	2	1	3
s121140	2	58	3
s82129	3	268	1
s82356	3	312	1
s2936	4	12	1
s105307	2	12	1
s1370	5	132557	1
s114941	4	273	1
s84	4	13073	3
s125385	2	6	3
s335	4	19936	3
s2301	2	116	1
s82105	3	48	1
s2059	2	50	1
s5253	4	108	3
s3273	4	221	1
s2982	4	11280	1
s82662	4	181	3
s105179	2	62	3
s82546	2	2745	3
s138309	2	93	3
s1995	3	136	3
s134805	3	18	1
s82562	4	204	1
s137938	2	92	1
s105165	3	952	3
s1663	4	35	1
s1898	4	42	3
s1780	2	21	1
s3258	3	100	3
s4727	4	60726	1
s2268	2	122	1
s2383	4	315	1
s81945	2	2663	3
s220	2	72	3
s4571	4	142537	1
s3362	4	34027	1
s105037	2	319	1
s105335	2	82	1
s82274	3	107	3
s138218	2	50	3
s3932	4	128562	1
s82857	2	52	1
s449	2	7	1
s658	4	66788	3
s308	4	611	1
s2810	2	67	1
s104963	2	305	1
s131883	2	52	3
s4937	2	1	3
s3803	4	107	3
s82381	3	145	1
s307	4	136	3
s855	4	47870	1
s3076	4	11012	1
s104850	2	720	3
s4830	4	245	3
s129137	2	125	3
s134735	2	101	1
s143395	2	76	3
s114995	2	563	1
s1697	3	14	3
s5039	2	1	3
s3856	4	202611	1
s2441	2	166	1
s82464	3	61	1
s1432	2	81	1
s83263	3	127	3
s105253	2	7	3
s476	2	562	1
s104799	3	5618	3
s1911	4	3857	1
s82528	2	70	3
s81996	2	6	3
s1372	4	40	3
s125515	2	261	3
s143337	2	10	1
s3898	2	75	1
s81767	2	15	1
s35	4	6064	3
s1003	4	7038	3
s1648	2	93	1
s3620	4	20414	3
s139607	2	1	1
s5423	2	62	1
s121023	2	34	3
s134667	2	54	1
s121099	2	225	1
s1792	2	312	3
s129104	4	107	3
s4102	4	61353	1
s4132	4	315503	3
s3952	4	322963	1
s105194	2	201	3
s138346	2	2202	1
s3814	2	556	1
s1483	4	29277	3
s121070	2	3	3
s2251	5	115	3
s4440	4	327313	1
s4866	4	74905	1
s105032	2	77	1
s82547	5	92	3
s114630	2	323	3
s140444	2	13743	1
s1890	2	85	3
s1273	4	5488	1
s514	2	441	3
s125472	2	85	1
s129188	2	89	3
s4569	4	238778	1
s81922	3	203	1
s129093	2	91	3
s82022	2	476	1
s385	4	18040	3
s104940	2	52	1
s82108	2	94	1
s4435	4	267081	3
s3267	3	1398	1
s114528	2	10	1
s4060	4	78092	3
s4802	4	5519	1
s251	3	196	3
s82079	2	83	1
s2899	4	61425	3
s1356	3	203	1
s2166	4	88313	3
s82617	2	197	1
s425	2	67	1
s82840	3	524	1
s3700	2	99	3
s3346	3	259765	3
s129122	2	168	3
s132040	2	51	1
s1977	4	32553	1
s82047	2	1	3
s114751	2	14	1
s129114	2	326	1
s4124	2	1507	3
s3611	4	75953	3
s82747	2	66	1
s786	2	19	1
s140477	2	80	3
s81	2	2519	3
s2596	4	61571	1
s3536	2	1	1
s83200	4	18	3
s4213	4	60907	3
s105163	4	75	3
s4707	2	108	1
s142606	2	323	1
s131986	2	260	1
s83238	3	329	1
s115005	2	109	1
s2114	4	276759	3
s277	4	13135	1
s134630	2	90	3
s1684	2	1604	1
s82179	2	100	3
s4923	4	105538	3
s134694	2	55	1
s105718	3	145	1
s5134	4	32420	1
s105748	2	56	1
s143346	2	20	1
s1170	2	301	1
s81561	2	340	3
s3331	2	3	1
s120991	2	672	3
s125620	2	680	1
s105391	3	111	1
s129224	2	70	3
s83189	4	28	3
s3857	4	10326	1
s129191	2	4400	3
s105673	3	2	1
s4444	3	4	1
s82483	2	3	3
s3233	2	2	1
s2244	2	330	1
s4984	4	45223	1
s139638	2	388	1
s104904	2	76	1
s5170	2	1	1
s4201	5	54356	1
s104936	2	7	3
s2234	4	77296	3
s3063	4	6008	3
s77	4	25151	3
s82808	2	11	1
s1632	4	15745	1
s81664	2	69	3
s1301	2	222	3
s131914	2	90	1
s4364	4	151961	3
s2246	2	28	3
s104998	3	87	1
s83040	2	224	1
s120949	2	121	1
s105443	4	138	1
s82314	2	59	3
s81938	2	177	1
s120935	2	2	1
s131987	2	739	3
s206	4	125	3
s138227	2	60	1
s5058	2	4	3
s129234	2	12744	1
s3287	5	686	3
s105259	2	241	1
s82516	2	17	1
s143332	2	480	3
s105500	4	386	1
s271	4	3380	3
s105466	7	102	1
s139630	2	67	3
s143375	2	65	1
s280	2	41	1
s114715	3	61	3
s3784	4	128	1
s83285	4	81	3
s4748	2	29	1
s143321	2	78	1
s3395	4	54	1
s2888	4	73593	3
s105430	3	499	1
s399	3	9	1
s3290	4	493	3
s114647	2	96	3
s2939	4	75884	3
s132002	2	115	3
s3390	4	65146	1
s82219	2	98	1
s105216	3	65	1
s83061	2	184	3
s83076	3	179	3
s5103	4	261	1
s105470	2	96	3
s140521	2	350	3
s105400	3	152	1
s105222	2	288	1
s120951	2	883	1
s3947	2	6428	1
s4150	4	46408	3
s3549	2	76	1
s81659	4	95	3
s501	4	447	3
s105319	4	333	3
s81360	3	140	1
s82945	2	65	1
s4886	2	92	1
s2284	4	63	1
s121005	4	180	1
s809	4	7892	3
s105621	5	294	3
s938	3	125	3
s2282	4	47	1
s81978	2	82	3
s2907	2	6050	1
s81605	2	21	1
s2700	2	526	3
s131953	2	50	1
s131996	2	81	1
s4600	4	1985	3
s114586	2	123	1
s3097	4	5	1
s120914	2	62	1
s3431	2	129	1
s400	3	127	1
s3769	4	12573	1
s81354	2	104	3
s120926	2	133	1
s105268	2	7	3
s1514	2	52	1
s114638	2	564	1
s132035	3	52	3
s2007	4	356992	3
s4645	2	8	3
s138315	2	233	1
s4589	4	394923	3
s82254	3	419	3
s698	3	61	1
s140488	2	10	1
s2015	4	184853	1
s134802	2	1	1
s5073	4	23686	1
s81379	3	25	3
s81430	2	312	3
s120787	2	121	1
s1420	2	326	1
s82839	2	67	1
s114693	2	113	3
s537	2	129	1
s81629	3	111	1
s114620	2	146	1
s4670	2	172	3
s5429	4	108164	1
s2897	2	462	3
s104946	2	7	3
s1683	4	133496	1
s129131	2	326	1
s104965	2	115	3
s81435	2	64	3
s3659	2	132	3
s105371	4	356	1
s2653	2	5	3
s2688	4	107	3
s129178	2	118	3
s253	2	200	1
s2109	4	66	3
s82396	3	95	3
s2529	2	144	1
s1429	5	30	1
s82397	2	68	3
s81691	3	468	1
s2468	4	49996	1
s4402	4	134346	1
s105264	2	60	1
s105229	2	3	1
s2108	2	17	1
s114877	2	242	1
s121017	2	3	1
s81646	2	91	1
s121071	5	973	3
s1897	2	192	3
s1987	2	252	3
s2660	4	14663	3
s125434	3	276	1
s105221	4	512	1
s5325	2	126	3
s942	2	80	1
s105131	2	72	3
s4814	4	61548	1
s114584	3	13	1
s137973	2	321	1
s132055	2	331	2
s139644	2	61	1
s4914	4	125751	1
s134785	2	259	1
s104942	2	140	1
s4466	4	18250	3
s105556	3	28	1
s82917	5	475	3
s4137	2	3	3
s81420	3	138	1
s805	2	314	3
s2351	4	196612	1
s139651	2	1	1
s83331	2	324	1
s5129	4	530	3
s134697	3	8462	3
s246	4	14950	1
s1541	4	39439	3
s4428	4	137100	3
s2123	2	2	3
s2782	4	44984	3
s2005	4	149532	3
s3470	2	176	1
s776	2	159	1
s83222	3	56	3
s114834	2	108	3
s3051	2	278	1
s840	2	1	3
s105286	3	53	1
s140280	2	72	1
s105093	3	131	1
s82802	3	98	1
s4484	4	141348	1
s2857	2	111	3
s3451	3	119	3
s83037	4	12	1
s5091	3	240	1
s2369	4	255645	1
s137942	2	71	3
s4549	4	372271	1
s1770	2	354	1
s114569	2	305	3
s81490	2	279	1
s81670	4	58	3
s83245	3	1	1
s129017	2	8	1
s798	4	19	1
s140260	2	132	3
s81653	2	56	1
s5029	4	22785	3
s1749	4	349942	3
s2619	4	288927	3
s155	3	9	3
s82504	3	3	3
s120744	3	59372	3
s3060	2	382	3
s4846	2	61	1
s114839	2	19	1
s138348	2	4	1
s129030	3	20	1
s134763	2	1	1
s82340	3	118	1
s1612	4	24320	3
s140225	3	73	3
s114921	4	16588	1
s2013	4	135	1
s143353	2	66	3
s790	2	409	1
s941	4	189052	1
s3042	4	27930	1
s479	2	6	1
s129213	3	188	1
s2414	4	47311	3
s358	2	13	1
s81752	3	107	1
s3510	2	322	3
s48	2	268	1
s121162	2	10	3
s1578	5	8444	3
s4006	3	27	1
s3587	4	48	3
s2553	4	181889	1
s104896	2	146	1
s114665	2	60	1
s82597	4	94	1
s1137	4	113538	1
s5142	2	151	3
s114772	4	10	3
s105703	2	5	1
s4672	4	115331	3
s137990	2	341	3
s105769	2	68	3
s105246	2	265	3
s432	4	32615	1
s140458	2	11	1
s81446	2	720	1
s125484	2	86	1
s882	4	45	3
s3084	2	1601	3
s451	4	85	1
s1095	3	938	3
s4447	2	318	1
s82412	2	61	1
s115092	3	255	1
s1882	2	7	1
s1131	4	2417	1
s134662	2	105	3
s129119	2	28	3
s138324	2	58	1
s3661	2	1279	3
s4377	4	251767	3
s82425	3	12	1
s4461	2	82	1
s2014	2	74	1
s4773	4	159200	1
s2330	4	136275	1
s2658	4	48050	3
s3232	4	169996	1
s121128	3	225	3
s82468	3	34	1
s2332	4	109664	1
s131959	2	51	1
s1285	4	7315	1
s1468	4	58287	1
s1120	3	5	1
s81488	3	217	1
s1935	4	153487	3
s329	4	585	3
s132076	2	99	1
s105546	2	480	3
s722	4	54865	1
s144	4	42	1
s129204	2	302	3
s1222	3	37	1
s114666	4	580	1
s131963	2	1	1
s3125	2	32	3
s2252	4	19991	3
s4586	3	1	3
s4230	4	23457	1
s83049	5	24	3
s3361	4	72752	1
s2023	4	223944	3
s713	4	109	1
s114896	4	379	3
s131898	2	279	3
s125390	2	65	3
s4708	4	316489	3
s82146	3	88	3
s143369	2	131	1
s2968	4	136645	3
s2235	4	196434	3
s653	4	19	3
s115024	2	1	1
s2142	2	65	3
s536	4	671	1
s1942	2	140	1
s2018	2	311	1
s4079	4	339080	1
s120943	2	1	1
s83307	3	65	3
s3203	2	17	1
s105012	2	86	3
s3447	4	271232	3
s4040	4	62490	1
s4297	2	100	1
s82952	2	88	3
s139620	2	62	3
s3328	4	94689	1
s2152	4	143983	1
s1418	2	4674	1
s4699	4	614	1
s83236	2	113	1
s140452	2	172	1
s120955	2	245	3
s105459	2	1604	1
s1368	4	57	1
s4170	4	22075	3
s42	4	8587	3
s83180	5	51	3
s81739	3	205	3
s138300	4	1995	1
s956	4	26551	1
s4889	4	45584	1
s134674	2	14	1
s5047	4	63	3
s82051	2	17	3
s2146	4	134332	3
s1836	3	76	3
s82240	3	439	1
s134767	2	412	3
s114831	2	198	1
s131971	3	312	1
s81558	4	118	1
s3647	4	82581	1
s138280	2	207	1
s131908	2	71	1
s4147	3	96	3
s140427	2	63	1
s2126	4	85910	3
s1143	4	221079	3
s757	2	140	3
s2180	4	19653	1
s82011	3	334	3
s82594	3	94	1
s416	3	15	1
s1104	2	179	3
s114567	2	308	3
s125417	2	336	1
s81433	2	110	3
s2721	4	23927	3
s125344	3	3543	1
s114950	3	88	1
s105017	2	78	3
s438	2	1	1
s2245	4	339114	1
s3781	2	130	1
s2012	4	20701	1
s138278	3	938	1
s2540	4	19611	1
s4385	4	18296	3
s82270	2	4145	1
s1194	4	3592	1
s3104	4	410	1
s590	2	1119	1
s82720	5	93	3
s82669	4	253	3
s3989	2	52	1
s2961	2	207	1
s82522	2	96	1
s3272	5	2968	3
s105614	2	205	1
s105545	3	465	3
s4329	2	85	1
s83184	3	94	3
s2643	2	83	3
s1758	2	336	1
s2981	2	6352	1
s125610	2	244	3
s81973	3	447	3
s82168	2	9	3
s2425	2	96	1
s82320	2	378	3
s131938	2	352	1
s82176	2	444	3
s120861	2	332	1
s82897	2	104	1
s4952	4	566	1
s4584	3	63	3
s4544	2	63	1
s114738	2	318	1
s131878	2	9	3
s82729	2	75	3
s4807	4	10893	1
s2505	2	465	3
s114890	2	766	1
s125624	2	78	1
s105305	2	237	1
s82017	2	317	1
s2573	2	78	3
s1018	2	5	3
s1123	2	7	1
s1459	4	48	1
s3445	4	396	3
s114598	2	370	1
s138355	2	11	3
s81963	3	178	3
s3693	4	12	3
s138312	2	50	1
s2860	4	15573	1
s105762	3	24	3
s4008	4	31710	1
s1710	2	1	3
s83160	2	5	3
s121189	3	327	1
s82278	3	154	1
s4827	2	196	3
s3657	4	276134	3
s2130	4	576229	1
s143399	2	98	3
s2198	4	101969	3
s4577	2	327	1
s2405	4	45422	3
s81722	2	72	3
s81588	3	171	1
s2759	2	165	1
s2265	4	243736	1
s114975	2	19	1
s143379	2	76	1
s5340	4	44588	1
s125438	2	1	1
s1892	4	182967	3
s1136	2	74	1
s1636	2	68	1
s4145	4	20542	3
s115064	2	120	1
s2632	4	171	3
s22	4	1149	1
s114795	2	342	1
s81376	2	23	1
s82981	2	88	3
s114585	3	277	1
s105228	2	3	3
s10	2	816	1
s81764	4	215	3
s2571	2	69	3
s652	2	20	3
s1610	3	7	3
s114980	2	114	1
s4953	2	91	1
s131978	2	70	1
s132037	2	7	3
s1502	4	31	3
s105048	2	338	3
s2136	4	42895	1
s125440	2	1865	1
s105294	3	21	1
s83217	3	8	3
s138283	2	52	1
s82031	2	1522	3
s140506	2	68	3
s673	2	61	1
s82872	2	1468	3
s1554	2	1	3
s2019	4	218233	1
s4328	4	207	1
s82111	2	58	1
s1627	3	6	3
s2964	4	68020	1
s81618	3	89	1
s82850	2	6481	3
s4005	2	5	1
s83033	3	45	1
s125618	2	3	3
s4115	4	200	1
s105197	2	85	3
s1865	4	64977	1
s5276	3	17	3
s115073	2	388	1
s4420	4	180658	3
s125388	2	164	1
s2633	4	49	3
s143389	2	62	3
s114880	2	80	1
s140254	2	138	3
s134657	3	52	1
s285	4	445	1
s1102	4	20523	3
s5297	3	62	3
s594	2	44	1
s82067	2	58	1
s1238	2	76	1
s2117	4	30	3
s4003	4	115146	1
s82267	2	6	1
s3079	4	16533	1
s83097	3	380	1
s121101	3	26	1
s2322	3	99	1
s5383	4	3980	1
s1191	3	178	1
s1205	4	79082	3
s149	3	54	3
s166	2	268	1
s1462	2	309	1
s1577	5	291310	3
s3728	4	112987	1
s4564	3	9	1
s129197	2	117	1
s114595	2	4319	1
s129068	2	68	1
s134705	2	252	1
s1576	4	10161	3
s115040	2	283	3
s2359	4	98482	3
s2679	2	83	1
s5012	4	20321	1
s125360	2	522	3
s105508	4	2167	1
s2572	4	727476	3
s120766	2	316	3
s5137	3	20	3
s1693	2	55	3
s82163	2	516	3
s82615	2	75	1
s3722	4	115740	3
s132006	2	127	3
s83300	4	43	1
s771	4	1844	3
s2761	4	91	1
s3358	4	43940	1
s1193	4	47475	1
s82180	3	107	3
s3790	4	186404	1
s2309	4	171064	1
s636	4	99	3
s821	4	88	3
s2221	4	33939	3
s5016	4	531	1
s114563	2	105	1
s4805	3	28	1
s139640	2	56	3
s121134	2	1	1
s1783	2	58	1
s2329	4	27949	1
s121151	2	28783	3
s3586	2	533	3
s134750	2	1	1
s1993	4	6	3
s2103	4	127862	3
s105033	2	108	1
s105595	2	80	1
s131899	2	19	3
s129218	2	1124	1
s3165	4	42	1
s1456	4	24151	1
s2881	4	10479	3
s4682	4	155	1
s105457	3	371	1
s5289	6	4904	3
s3282	2	55	1
s2866	4	4350	1
s140227	2	319	3
s134803	4	6	1
s2806	4	9402	1
s4717	2	1	1
s1973	2	56	3
s137934	2	62	3
s81815	2	331	1
s2691	2	80	3
s114687	3	99	1
s460	4	640	1
s125514	2	1	3
s4862	2	943	1
s81554	2	232	3
s4127	4	425113	3
s82205	5	48	3
s4908	4	74	1
s83154	2	231	1
s705	4	19657	1
s114984	2	66	1
s2318	2	106	1
s506	3	18	3
s1681	4	191376	1
s105577	2	562	3
s114737	2	307	1
s1383	2	316	1
s115068	2	46	3
s588	4	11	3
s121194	2	58	3
s305	2	1	3
s296	4	80	1
s143354	2	80	1
s83019	3	174	3
s82188	2	1	1
s129004	2	106	3
s81690	3	60	1
s1166	4	2257	1
s4456	4	239	1
s4181	2	330	3
s4745	4	12797	1
s4775	4	2215	1
s82664	5	342	3
s83023	3	65	1
s105140	2	60	1
s2925	2	3357	3
s4370	4	97601	3
s1523	2	1015	1
s81802	2	83	3
s140273	2	1	3
s1642	2	3	1
s679	4	21	3
s1324	4	139146	1
s234	4	18576	3
s81864	2	1	3
s2552	4	419650	1
s143608	2	158	3
s132015	4	2013	1
s1996	4	9839	3
s129059	2	331	3
s4246	2	2	1
s4956	4	49609	1
s82805	3	127	1
s3299	5	3662	1
s5171	4	47610	3
s1803	4	21104	3
s622	3	4554	3
s4668	4	55952	3
s2412	4	139997	3
s950	2	62	3
s5373	2	2	3
s104793	2	7323	3
s3169	4	5536	1
s5412	2	105	1
s105587	4	48	1
s105186	3	206	1
s2593	5	17	3
s83109	2	120	1
s81639	5	111	1
s81987	2	142	1
s82942	2	471	1
s4401	2	65	1
s2467	2	60	1
s82034	3	794	3
s1235	4	36819	1
s82052	3	585	3
s82345	2	78	1
s1327	2	57	1
s114816	2	370	3
s114530	2	86	3
s2958	4	55830	1
s3201	2	345	1
s83230	2	17	3
s105607	5	468	1
s1032	2	86	3
s81773	2	1	1
s105647	2	88	1
s137979	2	1023	3
s105158	3	181	3
s121	2	1	1
s134788	4	16	1
s82056	2	194	1
s4388	4	20084	3
s140271	2	91	3
s2920	4	488776	1
s81884	3	253	1
s5218	2	629	1
s4505	4	14624	1
s125368	2	304	1
s120823	3	54	1
s105604	3	1507	3
s5000	3	105	1
s82167	2	50	3
s2589	4	201370	1
s3342	2	51	1
s134664	2	50	3
s140417	2	1	1
s2452	4	12832	1
s129158	2	116	3
s125442	2	17	1
s82815	2	21	1
s105050	2	290	1
s3197	4	1627	3
s114820	4	418	3
s3314	2	3528	1
s82076	2	357	1
s893	4	103668	1
s3806	4	168003	3
s132036	3	2	3
s926	4	170144	1
s4096	3	73744	3
s4768	4	6107	3
s1152	4	63543	1
s142608	2	1	1
s4561	5	129445	1
s105618	2	286	1
s5349	4	107065	1
s289	4	180	3
s104801	2	330	1
s114656	2	77	3
s3853	2	324	1
s5135	2	7	3
s140419	2	1	1
s105147	2	1393	1
s638	4	102	3
s105799	2	2216	3
s955	2	54	1
s1533	2	16	1
s1017	4	32973	3
s105479	4	1843	3
s83232	3	738	1
s125373	2	113	1
s81643	3	510	1
s114823	2	2	1
s81544	2	1697	1
s4524	4	91	3
s82390	3	235	1
s5099	4	237	1
s105211	2	172	1
s105708	3	44	3
s129044	2	252	3
s769	2	3	1
s3488	4	199156	1
s83296	2	14	1
s129159	2	281	1
s1810	2	207	1
s82286	2	2	1
s134659	2	2527	3
s4785	2	16	1
s105351	2	6141	1
s5080	4	11943	3
s132012	2	2408	1
s81785	2	197	1
s140241	2	7	1
s81614	3	130	1
s178	2	1	1
s139617	2	277	3
s82097	2	344	1
s4601	2	76	3
s5250	4	17846	3
s129232	2	4758	3
s129063	2	72	1
s4235	4	21929	3
s5105	2	81	1
s81687	3	78	1
s458	4	998	1
s4469	2	50	3
s1446	4	266417	1
s105278	2	209	1
s2	3	10195	1
s81583	2	15	1
s83305	2	320	1
s114539	2	135	3
s129201	2	122	3
s83157	2	63	3
s3364	4	177455	1
s1284	2	66	3
s733	4	105	1
s120894	2	106	3
s104865	3	60	3
s2320	3	134	1
s81962	3	327	1
s586	4	1668	3
s83056	2	23	3
s82312	2	132	3
s81584	2	54	1
s4519	4	26774	3
s1606	4	94345	3
s5208	2	3	1
s83269	2	70	1
s143428	2	167	1
s114650	2	976	1
s129103	3	13	3
s4700	2	54	1
s4968	5	4916	1
s81401	2	346	3
s2185	4	151822	1
s81808	2	516	1
s139613	2	449	3
s2102	2	332	3
s81477	2	85	3
s1246	2	184	3
s753	2	73	3
s4939	4	100	1
s129116	2	156	1
s125555	3	234	3
s2140	4	2490	1
s81980	2	3	3
s4280	4	976976	1
s1981	4	138078	3
s105533	2	629	1
s196	4	6	3
s105314	2	52	3
s1821	4	402677	1
s4962	4	1812	3
s2570	4	98942	3
s134790	4	1211	1
s5392	4	5674	1
s770	3	65	3
s1997	4	223899	3
s134794	3	14	1
s134614	2	72	1
s105056	2	160	3
s138356	3	23	3
s4011	4	34726	3
s3845	2	778	1
s82318	3	201	3
s105340	3	1255	1
s5371	3	108	3
s114582	2	345	1
s114805	2	14564	1
s2856	4	2051	3
s11	4	208	3
s105029	2	76	1
s83198	2	108	3
s105469	4	461	1
s3014	2	674	1
s82738	3	83	3
s105766	2	4	1
s143340	2	129	1
s129023	2	213	1
s81854	2	64	3
s131920	2	114	3
s82495	2	322	1
s82351	3	57	1
s114537	2	60	1
s140247	2	48	3
s2879	2	283	3
s82867	2	96	1
s1224	2	70	3
s140429	2	66	1
s2531	4	2288	1
s143392	2	54	1
s114552	4	188	1
s120980	2	585	3
s184	4	301	1
s3073	5	3031	1
s114800	3	74	1
s81536	2	312	3
s4675	4	167202	3
s2387	2	1611	1
s105741	2	97	3
s125436	3	19	1
s82362	2	98	1
s2077	2	1	1
s105303	2	122	3
s2832	4	114557	3
s4433	4	267	3
s4451	2	72	1
s2192	3	39173	1
s4594	4	175288	1
s132061	2	383	3
s799	3	71	3
s81950	2	92	1
s3755	2	12	1
s139634	2	220	1
s4987	2	1018	1
s82331	3	283	3
s4226	4	155241	1
s4130	4	375306	3
s3099	3	187	1
s125375	2	125	3
s81633	2	164	1
s121145	2	483	3
s140493	2	1	1
s129136	2	64	1
s81492	4	339	3
s81852	3	64	1
s3733	4	39025	1
s30	2	1	3
s115096	2	249	1
s104984	2	137	3
s82153	3	47	1
s762	4	73	1
s82316	2	414	1
s82299	2	91998	1
s129075	3	91	1
s82480	3	792	3
s36	4	64	3
s82492	2	57	3
s83047	6	311	3
s5290	4	131	3
s663	4	16171	3
s4863	4	280148	1
s1460	2	1	1
s129151	2	72	1
s83043	3	365	3
s1873	2	2304	1
s408	3	9	3
s105367	2	4240	1
s3017	4	3702	1
s4342	4	199572	1
s114655	2	50	1
s4390	4	180683	3
s81489	3	10	3
s516	3	24	1
s5178	4	11	3
s120982	2	491	3
s1087	2	18269	1
s105627	6	16	1
s121010	4	193	3
s3493	4	34494	1
s96479	2	144	1
s4849	4	167617	3
s83338	2	107	1
s83100	4	37	1
s81388	3	320	1
s125350	4	8876	1
s897	3	273	1
s1360	4	60737	3
s1802	2	96	3
s83024	4	131	3
s129007	3	3679	3
s3986	4	95677	3
s105347	2	62	1
s2400	4	103809	3
s114674	2	319	3
s1130	3	91	1
s1574	4	3620	3
s1813	4	27039	1
s81799	2	88	1
s2485	4	56	1
s3926	4	661190	1
s125448	2	12	3
s125465	2	150	3
s2674	2	55	1
s105597	2	1	1
s3363	2	904	1
s114591	3	83	3
s2350	4	48818	1
s2392	4	52420	1
s82352	4	80	1
s4223	2	50	1
s4860	2	26	1
s2449	4	279342	1
s121050	2	562	1
s1035	4	238576	3
s105097	2	78	1
s5287	4	3422	3
s82641	3	76	1
s121073	4	1768	3
s131907	2	52	1
s1929	4	237178	1
s5393	2	8526	1
s766	2	150	1
s248	4	4036	1
s104954	2	58	3
s2384	2	4	1
s105035	3	50	1
s138295	2	1235	3
s125589	2	5	3
s5168	4	48	1
s138249	2	281	3
s1308	2	64	3
s81607	2	76	1
s114592	2	8	1
s4771	4	42263	3
s114786	2	138	3
s4788	2	338	1
s82799	4	94	1
s131919	2	326	1
s81609	3	84	1
s2290	4	50	1
s82170	3	838	3
s851	4	74343	1
s83090	3	156	1
s2595	2	18	1
s105406	4	982	1
s3656	2	92	3
s114712	2	260	1
s2195	3	14	1
s523	2	122	1
s3499	2	121	1
s82899	3	10	1
s1119	4	109	1
s83088	3	70	3
s82006	2	4	1
s139647	2	38	3
s4648	2	336	3
s114886	2	442	1
s4878	4	141495	1
s544	4	387	1
s132070	2	115	1
s83257	2	133	1
s3554	3	98	1
s82549	5	213	3
s125358	3	1002	3
s105793	2	61	1
s1138	4	61587	1
s131941	2	54	1
s1012	4	30993	3
s81508	4	35	1
s2030	4	53490	3
s1275	2	180	1
s81432	2	4	1
s1211	4	81535	1
s82894	2	118	1
s3394	2	72	3
s125370	2	66	3
s114859	3	180	1
s105144	2	127	1
s2506	4	10317	3
s2026	2	6107	3
s1969	3	34	3
s719	2	63	1
s466	2	171	1
s1702	4	32106	3
s134810	2	27	3
s114517	2	323	1
s1475	2	161	3
s3213	2	168	1
s138299	4	144	1
s3093	5	498	1
s1617	4	4476	1
s104909	2	109	3
s5115	2	318	3
s81608	2	182	1
s5140	4	330	3
s1905	2	81	1
s114936	2	546	3
s875	4	40648	3
s4355	2	66	1
s114578	2	1	1
s2861	4	20585	1
s143386	2	150	1
s3214	7	686	0
s105503	3	608	3
s81353	4	16	3
s82736	2	4	3
s5407	4	8948	1
s82154	3	428	1
s82777	2	56	3
s114978	2	37	1
s4197	4	126809	1
s423	4	8724	1
s81745	2	71	3
s82405	2	196	3
s867	4	52451	3
s114942	2	162	3
s82487	2	72	1
s5065	5	9123	3
s105566	4	203	1
s2626	2	85	1
s4988	4	224944	1
s758	4	46	3
s81626	2	9	1
s143417	2	13	3
s5007	2	59	1
s977	2	3800	3
s105727	2	73	3
s2084	2	98	1
s1552	2	80	3
s115080	2	30	1
s5241	2	3	3
s83210	2	244	1
s2024	2	844	3
s3589	2	8	3
s140246	2	17	3
s82721	4	8	1
s4823	3	33	3
s104927	3	5326	1
s104949	2	72	1
s664	2	152	3
s712	4	7135	1
s841	4	88868	3
s105277	2	390	1
s105025	2	645	3
s5063	4	10510	3
s82107	2	55	3
s3775	4	90	1
s51	4	667	3
s114545	2	57	3
s4606	4	296320	3
s104948	2	266	1
s120882	2	73	1
s3304	2	1573	1
s104932	2	186	3
s2743	4	50146	3
s3685	4	54096	3
s82749	2	54	1
