node	degree	length	cluster
s3204	4	189	3
s4815	2	103	1
s5193	4	287	3
s1081	2	5	1
s1553	4	145391	3
s129126	2	51	1
s129210	3	113	1
s4360	4	37668	1
s1941	5	1570	1
s2097	3	293	3
s105705	4	35	1
s105555	2	123	3
s5132	2	181	1
s120976	2	126	3
s835	2	100	3
s2258	2	62	1
s81780	2	81	3
s4834	4	4493	3
s114678	2	95	1
s83115	2	7	1
s5001	4	121707	3
s82500	2	899	1
s3739	2	10	3
s390	2	70	3
s81684	2	31	1
s121157	2	594	1
s129199	2	415	3
s120750	3	76	3
s5083	2	82	1
s82798	3	65	1
s83197	2	324	1
s1282	4	252831	1
s1928	4	134338	1
s5197	2	94	3
s129172	3	61	1
s82710	3	272	1
s3645	4	31791	1
s3940	4	167	3
s4149	3	27	3
s5326	4	29	3
s4487	4	59141	1
s1453	2	50	1
s2733	4	25	1
s143609	2	662	1
s131960	2	83	1
s83213	2	3	3
s81985	2	58	1
s627	4	10215	3
s105252	3	236	3
s381	3	232	1
s2972	2	56	3
s125453	2	138	3
s114635	3	530	1
s82900	2	71	1
s5388	4	592	1
s4664	2	369	3
s114671	2	305	1
s3687	4	14958	3
s105699	2	10	3
s81909	3	1474	1
s1766	4	5112	1
s5284	2	1	3
s4868	4	168388	3
s4078	2	69	1
s69	2	92	3
s2835	4	120471	1
s4459	4	51743	1
s81771	3	137	1
s3923	2	183	1
s2979	4	124519	3
s3487	2	52	1
s114953	2	360	1
s5257	4	99	3
s4746	2	417	1
s120897	2	1	1
s143373	2	9	3
s114893	2	70	3
s114867	2	255	3
s4573	2	66	1
s120845	2	9	3
s2754	2	9	3
s2145	4	2756	3
s654	4	9351	3
s2050	4	65187	3
s105338	2	280	1
s104848	2	71	1
s105311	2	65	3
s352	2	58	3
s129049	2	55	1
s737	4	3975	1
s5278	4	221	3
s138301	2	61	1
s105189	2	60	1
s81557	2	54	1
s140539	2	36	3
s2120	4	166855	3
s137989	2	159	3
s3353	3	69831	1
s4255	3	76	1
s707	4	5702	1
s2036	4	4427	3
s82292	3	5	1
s3525	4	453229	3
s105069	3	24	3
s962	3	117	1
s121180	2	61	1
s114926	2	80	1
s121190	3	37	1
s83128	3	220	1
s83182	3	31	3
s101	3	77	1
s147	2	1	1
s129237	2	1573	1
s81480	2	53	1
s108	3	103	1
s1924	4	12888	1
s2900	2	1034	3
s83002	2	106	1
s4148	4	1056	3
s81651	2	56	3
s3606	4	59725	3
s5425	4	16264	1
s4193	4	528948	3
s1184	2	2	1
s115002	3	5158	1
s3575	4	9637	3
s2896	4	83695	3
s125548	2	156	3
s2728	4	250	3
s105198	2	318	3
s609	3	180	1
s129084	2	105	3
s2989	4	326355	1
s143413	2	114	1
s3743	2	82	3
s82847	2	54	3
s81476	3	156	1
s140426	2	70	3
s794	3	174	1
s4900	2	62	1
s81403	2	254	3
s4890	4	54	1
s1177	2	2142	1
s105615	4	210	1
s1971	4	151372	3
s50	4	230	3
s105544	2	3	1
s104935	2	97	1
s1590	4	244811	1
s82228	2	79	3
s4450	4	37244	1
s4693	2	306	3
s120768	2	82	1
s131935	2	249	1
s82001	2	20	3
s4769	4	6932	3
s2624	2	54	3
s3526	4	183374	3
s138248	2	261	3
s105323	2	605	3
s1667	2	1	1
s1791	4	9566	3
s81822	3	66	3
s129140	2	364	3
s82587	4	87	1
s1385	2	2822	1
s129155	3	71	1
s978	4	18319	1
s82689	2	83	1
s5374	3	843	1
s82543	3	159	3
s81911	2	23	1
s2243	4	100646	1
s121063	2	99	1
s593	5	31	1
s2256	2	15	1
s2915	4	1230	1
s5043	4	532	3
s4176	2	6	3
s139639	2	5081	1
s4291	4	131424	1
s2756	4	255135	1
s2890	4	69057	3
s131990	2	120	1
s83158	3	1742	3
s82682	3	43	1
s82430	3	396	1
s82036	3	518	3
s82493	2	183	3
s3241	4	18362	1
s3955	3	84	1
s121175	2	72	1
s4123	4	135929	3
s3497	2	215	1
s1559	4	66498	3
s82527	3	229	3
s82510	4	188	3
s129002	2	1	1
s81673	4	284	1
s2741	2	7583	3
s125491	2	70	1
s2772	4	279	1
s105271	2	466	1
s105768	5	715	3
s82980	4	385	1
s3209	4	365	3
s82466	4	207	1
s120922	2	96	3
s4651	2	18	3
s175	4	60	1
s105790	2	455	1
s105490	4	538	3
s81459	2	375	3
s3729	2	30	1
s82741	2	1	3
s105095	3	292	3
s5077	2	87	3
s3248	3	41	1
s3892	2	301	1
s81371	3	88	1
s114977	2	30	1
s1257	4	14554	1
s105620	2	405	1
s1109	2	62	3
s1259	4	287444	1
s82869	2	50	3
s1633	2	52	1
s4694	4	34451	3
s2403	2	107	3
s81762	4	48	3
s137955	2	749	3
s4234	2	129	3
s121177	2	4	1
s3698	2	871	3
s82162	3	243	3
s5154	3	7	1
s120779	2	59	3
s2021	2	3	1
s3046	4	6412	1
s82055	3	76	3
s4236	2	64	3
s4744	4	106977	1
s81720	2	56	1
s5420	4	4834	1
s4001	4	41451	1
s81574	2	459	3
s105680	2	128	1
s5030	2	51	3
s4257	4	96488	1
s164	4	15581	1
s1767	4	188260	1
s105596	4	280	1
s2079	2	50	1
s114509	2	180	3
s4819	2	3	3
s104860	2	6	3
s4244	2	140	1
s4171	2	178	3
s169	3	116	1
s791	4	423	1
s1262	2	548	1
s613	2	78	1
s82063	2	60	1
s131951	2	60	1
s82880	2	136	1
s5085	2	1	1
s82512	2	13	1
s83050	2	292	3
s137992	2	1	1
s105431	4	234	1
s1560	4	86230	1
s367	4	49	3
s3556	3	59	1
s114847	2	273	1
s76	4	89	3
s143334	2	562	1
s4919	2	123	1
s105588	2	49	1
s633	4	2075	3
s114981	2	8	1
s83178	3	49	3
s19	2	7	1
s131989	2	66	1
s1968	4	53968	3
s121197	2	141	3
s82117	2	61	1
s4313	4	8888	1
s3495	2	10	1
s1009	4	27674	3
s82307	2	465	3
s33	4	194759	3
s105159	2	334	3
s129146	2	329	3
s114654	2	311	1
s129160	2	223	3
s1117	2	45	3
s4509	4	49681	1
s82082	3	62	1
s125363	3	6345	3
s927	2	1	1
s81936	3	52	1
s120777	2	270	3
s4152	4	434	3
s114899	3	561	3
s659	4	5912	3
s134623	2	130	3
s129052	2	505	1
s1024	2	125	3
s105364	4	2823	3
s1386	4	17222	1
s957	4	6379	1
s4080	4	273270	1
s134625	2	81	1
s1227	4	7659	3
s105423	4	192	1
s125473	2	64	1
s3990	4	425086	1
s263	4	51	1
s83113	2	110	1
s137956	2	185	1
s105013	2	6	1
s5311	3	28	3
s82824	2	204	3
s1148	4	39662	3
s4191	2	225	3
s82520	2	487	1
s105053	2	56	3
s3773	4	104281	1
s120797	2	151	3
s1065	3	44	1
s2701	4	7773	3
s634	4	47	3
s132057	2	975	1
s212	2	654	3
s3717	4	147535	3
s4915	4	101	1
s2143	4	61096	3
s5327	2	84	3
s131945	2	67	1
s82767	3	80	3
s105060	2	1011	1
s140233	2	90	1
s114991	2	121	1
s3653	4	65442	3
s105569	2	562	1
s82026	2	60	1
s105416	2	80	3
s134627	2	231	1
s3506	2	267	3
s134777	4	29	1
s3025	4	5088	3
s217	4	1568	3
s140228	2	68	3
s4877	4	1	1
s987	4	55368	1
s923	3	3	1
s4055	4	69	3
s4081	4	4506	1
s138205	2	270	1
s5087	3	234	1
s114773	2	1	3
s4684	4	1208	1
s4062	4	36440	3
s82064	2	135	1
s3117	2	2	1
s105599	2	81	1
s120947	2	243	1
s114560	2	60	1
s3231	2	154	1
s83265	5	87	3
s2239	4	160	1
s3188	2	8	3
s4796	4	803	1
s104899	2	69	1
s1521	2	55	1
s82884	3	26	3
s842	4	135	1
s5256	3	7	3
s639	2	80	3
s1290	4	160	3
s105455	3	565	1
s3407	2	231	3
s82579	3	52	3
s105321	2	59	1
s140408	2	1	1
s2327	2	1248	1
s82446	3	24	3
s105107	3	5	1
s114838	2	326	1
s114513	2	69	1
s114789	2	503	1
s4816	4	4587	3
s131917	2	72	1
s4239	4	8323	1
s176	2	150	1
s134690	2	5	3
s128996	2	128	1
s4817	2	4	1
s4029	2	227	3
s3268	4	38086	3
s140409	2	125	1
s4592	4	19	1
s4014	4	59363	3
s138269	3	127	3
s132069	2	385	1
s3337	4	267528	1
s131928	2	58	1
s120792	2	98	1
s2499	3	1	1
s2932	2	4	3
s129006	2	95	1
s1718	4	439317	1
s4122	2	61	3
s105652	4	254	1
s81993	2	91	1
s114706	3	1584	1
s114690	2	104	1
s2455	4	49458	1
s134722	2	813	1
s4975	4	47465	1
s4611	4	99803	1
s138234	2	3	1
s2898	4	25952	3
s2124	4	389425	3
s83233	2	60	1
s2141	4	89937	1
s2219	4	108	1
s583	4	1450	3
s120839	2	112	1
s82363	4	120	3
s1620	4	15	3
s2052	4	49635	1
s82140	2	1461	3
s132067	3	1367	1
s1278	3	10	1
s2352	2	103	1
s82443	2	98	1
s2548	4	36594	1
s2781	3	20549	3
s120767	2	58	1
s134632	2	68	1
s125524	2	4	1
s1229	2	96	3
s82256	3	320	3
s4160	2	104	3
s3695	4	303654	3
s140485	2	6	1
s2027	4	79447	3
s105336	3	568	1
s105213	3	6	1
s82624	4	60	3
s82837	2	243	1
s953	4	25202	3
s520	2	120	1
s81913	2	321	1
s4508	2	79	1
s129171	4	324	1
s143366	2	22	1
s104834	2	5732	1
s3779	2	53	1
s82541	4	935	1
s140531	2	174	1
s82724	3	13	1
s2737	2	274	3
s82369	3	246	1
s104991	2	163	1
s4618	2	69	1
s3635	2	290	1
s481	4	17	3
s129107	2	341	3
s2410	4	128980	3
s82265	2	74	1
s114904	2	170	1
s3619	2	118	3
s85	3	84	3
s5231	2	1	1
s82890	3	2592	1
s82616	4	256	1
s2271	4	65288	1
s143383	2	220	3
s120773	2	12	1
s105601	4	778	3
s114809	2	77	3
s440	4	728	3
s5294	4	2	3
s4636	4	32281	1
s82889	2	219	3
s81624	3	16	3
s3481	4	13284	1
s475	5	193	1
s4203	4	131099	1
s96477	2	50	1
s134707	2	50616	1
s457	2	481	1
s82947	2	30	1
s105728	2	283	1
s4352	4	25716	1
s105641	4	196	1
s2644	4	103754	3
s2576	4	122116	3
s82133	2	49	3
s82033	2	120	3
s105666	2	2	1
s5158	5	328	1
s4192	4	49131	3
s2635	4	256	1
s120788	2	250	1
s125571	2	9	3
s81516	3	138	1
s3532	4	11201	1
s105574	4	4606	1
s82462	2	22	1
s83143	2	1	1
s129184	2	149	3
s114973	2	85	1
s3920	4	361365	3
s104900	3	137	1
s3129	2	78	1
s114728	2	113	3
s82810	4	759	1
s140428	2	66	1
s114833	2	102	3
s2101	4	7864	3
s129139	2	127	3
s104920	2	330	1
s4348	4	167239	1
s3613	4	45594	1
s125527	2	1	1
s142613	2	271	3
s1690	4	167411	3
s105811	2	13	3
s82784	2	167	1
s3417	4	72936	3
s240	4	3878	1
s1232	4	4423	3
s3599	4	64258	1
s83212	3	55	3
s3791	2	70	1
s82859	2	270	3
s105020	3	144	1
s2986	2	57	1
s134635	3	132	1
s104971	2	1	1
s139615	2	27	3
s140509	2	60	1
s4663	4	67129	3
s105737	2	63	1
s2240	4	97726	1
s391	4	18510	3
s129135	2	52	1
s4991	4	157817	1
s1444	4	56009	1
s521	4	6	1
s414	3	73	1
s82264	2	77	1
s4981	4	44	1
s105665	3	2121	1
s125476	2	34	1
s3511	4	139340	3
s105553	2	1444	3
s2481	4	183745	1
s3749	2	62	3
s83051	4	214	3
s137926	2	5	3
s114803	2	4	1
s81791	2	1	1
s123	4	25143	1
s143430	2	236	3
s1015	4	86382	3
s1565	2	45	1
s134631	2	100	1
s4536	4	48	3
s120869	2	38	1
s134779	3	88	1
s120826	2	35	1
s105765	2	378	3
s82940	5	300	3
s83034	3	111	1
s880	2	63	3
s4632	5	69	1
s5098	4	4747	1
s114905	4	288	3
s3827	2	353	1
s82015	2	330	3
s132074	2	1	3
s81838	2	506	1
s82700	2	65	1
s120831	2	56	1
s3925	4	80082	1
s1851	4	121053	1
s124	3	10	1
s437	4	685	1
s83079	2	3	3
s4261	2	6	1
s121169	2	279	3
s1070	4	19	1
s3673	4	101775	3
s5123	2	1	3
s1618	2	321	1
s129203	2	188	3
s814	2	15	1
s81730	2	56	1
s82401	3	678	3
s114562	2	449	1
s2264	4	87826	1
s83242	4	163	1
s3280	7	686	3
s4104	3	5506	1
s1011	2	70	3
s83319	2	555	3
s114801	4	307	1
s105298	2	72	1
s121068	2	28	1
s121106	2	59	1
s114912	4	560	3
s115066	2	125	1
s4623	4	70011	1
s129185	4	1028	3
s125504	2	1	3
s3059	4	57955	3
s1631	2	269	3
s114531	2	61	1
s105660	2	1099	3
s752	4	6534	3
s3903	4	201454	1
s2533	4	486114	1
s132054	2	88	1
s105041	2	98	1
s603	2	63	1
s4238	2	508	1
s2155	4	135271	1
s114956	3	283	1
s105438	4	155	1
s2477	4	108005	1
s3690	2	56	3
s4448	4	150719	1
s115028	2	696	1
s129149	3	48	3
s105617	4	718	1
s2127	4	327500	1
s114714	2	62	3
s82183	2	87	3
s4215	2	2776	3
s4658	4	102	3
s115003	2	82	1
s138288	2	112	1
s134761	2	6	3
s114720	2	36	1
s114985	2	577	3
s134671	2	75	3
s114998	4	446	3
s1849	2	79	1
s2201	2	64	3
s114986	3	140	3
s82287	2	6	1
s4025	4	400	3
s105501	2	1	1
s4153	4	60	3
s83009	2	95	1
s3023	4	10276	1
s96484	2	2087	1
s3142	4	244504	1
s4747	4	169903	1
s261	4	128	1
s105528	3	302	1
s105465	2	458	1
s114917	2	4200	3
s105334	2	63	3
s140267	2	16	3
s120742	2	1	3
s104880	2	6	1
s121158	2	88	1
s5233	4	39699	3
s3453	2	7	3
s2169	4	470450	3
s4449	4	3282	1
s82752	3	216	1
s2684	2	62	1
s120802	2	97	3
s2172	4	78917	3
s81990	2	64	1
s120852	2	177	1
s105412	2	1766	1
s5124	5	3	3
s81373	2	87	1
s82131	2	316	3
s2247	4	322	3
s1634	4	238174	1
s1221	4	105017	1
s138256	2	83	1
s252	4	147	3
s105397	2	3385	1
s1333	4	326818	3
s105578	4	283	3
s1853	4	288433	1
s3183	4	83947	1
s105433	2	34	1
s81506	4	128	1
s83266	2	6	1
s2673	4	21594	3
s120828	2	102	1
s4704	4	3518	3
s81570	2	217	3
s170	3	124	1
s1960	4	20618	1
s114757	2	134	1
s104945	2	324	1
s5173	2	62	3
s154	4	560	1
s82593	4	30	1
s120918	2	22	3
s3629	2	8	1
s104842	2	448	3
s104831	2	125	1
s82130	2	50	1
s3731	4	501353	1
s1412	4	123903	1
s82142	2	115	1
s82102	2	1	1
s82283	3	76	3
s137971	2	4764	1
s125612	2	2145	1
s134775	3	37	1
s5262	2	59	3
s140262	2	6	1
s235	2	64	3
s81573	3	287	3
s2960	4	44	1
s1672	2	249	1
s82072	2	179	1
s104953	2	119	1
s81839	2	367	1
s121141	2	179	3
s138277	3	3629	1
s3465	4	302	1
s4653	4	305318	3
s1881	4	8	1
s121184	3	38	1
s105395	2	1252	1
s721	4	8373	1
s82073	2	150	1
s1447	2	72	1
s1621	2	105	3
s5166	2	9	3
s125520	2	1	3
s967	4	37524	3
s81617	2	126	1
s82457	2	54	1
s143397	2	313	1
s1435	2	1	1
s4992	2	87	1
s134713	2	383	3
s105139	2	240	1
s121144	2	3733	3
s1146	4	74453	3
s404	4	136	1
s450	3	228	1
s114793	2	118	3
s2868	4	485062	3
s83063	3	5	3
s2602	2	64	1
s83031	2	107	1
s114646	2	236	3
s4092	4	366579	3
s82949	2	241	3
s132043	2	285	1
s4109	4	7450	1
s3283	4	493	3
s114	4	84	3
s115014	2	71	3
s125594	3	30	1
s140266	2	3	1
s115055	2	318	3
s83012	3	199	1
s1351	3	128	1
s83243	2	308	1
s134620	2	50	1
s82484	2	464	1
s105341	2	5	1
s121115	3	16	1
s104875	2	12	3
s1067	2	296	1
s4162	2	101	3
s4791	4	35516	1
s137948	2	33638	1
s83234	2	112	1
s1654	3	5	3
s83148	3	256	3
s114608	2	50	3
s2944	2	1440	1
s1812	2	312	1
s1495	2	101	3
s3542	4	19968	3
s114959	3	130	1
s1609	3	53	3
s105538	3	161	3
s105031	2	247	1
s81967	2	3861	3
s82918	2	171	1
s114664	3	170	1
s121125	2	2	3
s81756	2	8216	3
s81942	2	100	1
s125541	3	68	1
s81478	2	2541	3
s143388	2	120	3
s4332	4	132541	1
s5313	2	196	3
s2955	4	288415	1
s82801	2	5	1
s82730	4	120	3
s1217	4	28920	1
s82788	2	628	3
s1629	2	50	3
s3560	4	9178	1
s132032	2	73	1
s129082	2	94	1
s137933	2	4	1
s83324	4	252	1
s82305	3	40801	3
s143377	2	121	1
s81699	2	10	1
s83149	3	261	3
s2207	4	18267	3
s105125	2	99	1
s125536	2	84	1
s5310	2	81	3
s105759	2	388	1
s3539	4	362	1
s4314	2	146	1
s4396	5	72003	1
s4809	2	58	1
s81386	2	10	1
s1188	5	32875	1
s104917	2	331	1
s1895	4	22	3
s563	2	91	1
s4828	4	334	3
s125517	2	222	3
s114813	2	244	3
s82697	2	1	1
s2605	4	143890	1
s82618	4	316	1
s943	4	486	1
s105612	5	14	1
s82161	2	81	3
s1417	4	29221	1
s125611	2	245	1
s125342	2	1761	1
s81355	5	22	3
s105042	2	56	1
s82053	3	22	3
s4897	4	133756	1
s3875	4	126643	1
s83005	2	456	1
s134636	2	137	1
s114652	2	74	1
s79	4	6254	3
s121199	2	82	1
s1022	4	158410	3
s81577	2	7	1
s3011	4	1637	1
s82613	4	31	3
s129182	2	93	3
s701	4	12726	1
s114726	3	4	3
s1236	2	2	1
s105611	2	129	1
s81628	3	113	1
s83152	2	6	3
s2809	4	101878	1
s140272	2	118	3
s105650	4	179	3
s129120	2	733	1
s105502	3	1333	1
s3094	2	25	1
s114957	2	1149	3
s121079	3	27	3
s1192	3	38	1
s674	4	20	1
s1547	4	19247	3
s105653	2	547	1
s125503	2	128	1
s105449	3	232	1
s1774	2	150	1
s82524	2	54	3
s105236	2	104	3
s1596	2	40	1
s114775	2	60	3
s3860	4	134600	1
s4219	2	1	1
s5330	4	12530	1
s1187	4	16687	1
s2439	4	521345	1
s504	3	40	3
s259	2	1	1
s129215	3	1351	1
s4144	4	263022	3
s83071	2	7	3
s120878	2	50	1
s151	4	53	1
s1075	2	280	1
s82627	3	6	1
s120842	2	165	1
s553	5	568	1
s125357	3	3721	3
s134704	2	140	3
s2786	3	19	3
s82841	2	155	1
s901	4	474	1
s114713	2	60	3
s199	4	117	3
s114663	3	61	1
s2615	2	5	3
s1068	4	280368	1
s82574	3	199	3
s125464	3	272	1
s856	4	64985	3
s82649	2	145	1
s105425	2	125	1
s1871	2	99	1
s2349	2	1	1
s1466	4	47900	1
s2037	4	19614	3
s4110	4	6474	1
s4465	4	175673	3
s2034	4	9313	3
s1965	2	348	3
s181	4	28	1
s82566	4	29	1
s81695	3	181	3
s2343	4	217	1
s4627	4	106	1
s81495	2	180	3
s3146	3	756	1
s114794	2	159	1
s2465	2	78	1
s115059	2	5	3
s2823	2	21	3
s115090	2	1582	1
s1794	2	3	3
s114686	2	210	3
s3938	4	98	1
s53	4	173	3
s3508	2	328	3
s120822	2	74	3
s4178	2	225	3
s2948	2	50	1
s3338	2	106	1
s105209	2	335	1
s1202	3	44	3
s120765	2	106	3
s3133	2	38	1
s82322	2	317	1
s82760	3	174	3
s82558	3	314	3
s105009	2	77	3
s4288	2	56	1
s194	2	80	3
s105537	3	230	1
s2147	4	24	1
s3193	4	24	3
s134773	2	785	1
s4334	4	59055	1
s114832	2	60	3
s3350	4	450963	1
s964	4	62	1
s139637	2	143	1
s120763	2	82	3
s138357	2	6107	1
s2303	4	335166	1
s4961	2	8	3
s132038	2	9	3
s105733	2	3	1
s105123	2	70	1
s125383	2	70	3
s2003	4	69141	3
s3418	2	257	3
s134733	2	2	3
s81758	2	113	3
s82476	2	154	3
s3954	4	57949	1
s138236	2	133	1
s662	2	206	3
s1744	4	6829	1
s2680	3	9	1
s81998	3	82	1
s81419	3	4	1
s134796	2	68	1
s81939	3	47	1
s134768	2	55	1
s125510	2	3	1
s82092	2	321	1
s82175	3	346	3
s81613	3	94	3
s2065	4	141	1
s1587	4	48383	3
s1208	4	6035	1
s83312	2	3	1
s138284	3	95	1
s81475	2	141	3
s143341	2	35	1
s104982	2	116	3
s82246	2	10	1
s82086	2	756	3
s115007	2	9	1
s4474	4	36504	1
s3454	3	88	3
s5263	4	8343	3
s114727	3	71	3
s82672	4	13	3
s3894	3	488	1
s2134	4	40347	1
s105584	2	85	1
s4560	2	1	1
s120879	2	190	1
s105386	4	1773	3
s3463	4	31	1
s1517	4	32514	1
s1834	3	45	3
s2664	4	449541	3
s121059	2	17	1
s81415	2	117	1
s104950	2	62	1
s139622	2	584	3
s1394	2	2	3
s140231	2	1370	3
s4755	4	41075	1
s138216	2	54	3
s114769	2	8	1
s104867	2	61	3
s114869	3	1935	1
s4405	2	432	1
s4516	2	15	3
s3562	4	7368	3
s1931	5	76340	1
s114648	2	1	1
s1557	4	75017	3
s3484	2	2231	1
s143400	2	91	3
s1726	4	13292	1
s3848	4	430912	3
s104983	2	2	3
s3398	3	45	3
s4665	4	158840	3
s125622	2	7	1
s278	4	13227	1
s3176	4	12569	3
s105183	2	324	1
s105735	2	182	3
s4301	5	64393	3
s131884	2	168	1
s96	4	48	3
s82560	3	239	1
s539	2	420	1
s82661	2	63	3
s1378	4	51436	3
s134621	2	8	1
s2111	4	75448	3
s105322	3	126	3
s82698	3	4	1
s3323	4	283	1
s82263	2	321	3
s105328	4	764	3
s82533	4	5	3
s317	4	15489	1
s120873	2	438	1
s105052	2	209	3
s125384	2	93	1
s134700	2	24	1
s4753	4	40882	1
s4738	4	78014	1
s132004	2	367	3
s104966	2	58	3
s82463	2	4358	1
s2905	2	4	1
s2280	4	130668	1
s105593	2	171	1
s125374	2	70	1
s2419	4	26444	3
s2592	2	8	1
s134719	2	535	1
s81923	2	60	3
s82186	2	71	1
s5062	2	83	3
s5314	4	32009	1
s81918	2	70	1
s134651	2	327	1
s1494	3	12	3
s417	4	3896	1
s134778	2	49	1
s4515	4	196	3
s134691	2	11	1
s125591	2	126	1
s4321	2	64	1
s2311	2	322	1
s82563	2	1013	1
s657	4	8360	3
s3061	4	11298	3
s105110	2	9	1
s82338	4	13	1
s2542	4	83997	1
s134679	2	70	1
s1920	4	64683	1
s4429	3	109	3
s3849	2	319	1
s730	4	107	3
s3090	2	2236	1
s120860	2	172	1
s4851	2	110	3
s2988	3	240	1
s125507	2	1	3
s3235	4	56	3
s2150	4	114583	1
s661	4	35952	3
s105778	2	1	1
s2206	2	14	1
s114788	2	435	1
s4490	4	48438	1
s309	2	72	1
s82273	2	53	3
s125396	2	50	1
s2993	4	935	1
s134634	2	25	3
s2437	4	58641	1
s81589	2	180	1
s579	3	108	1
s3072	2	23	1
s121072	2	128	3
s115060	2	52	3
s105057	2	62	3
s129035	3	72	1
s3160	4	132	3
s114554	2	9	1
s105682	3	79	3
s82137	2	355	1
s83194	3	26	1
s2428	2	330	1
s1635	4	22273	1
s70	4	2245	3
s82948	4	242	1
s82427	2	328	3
s82644	2	52	3
s1837	4	51761	3
s1001	4	13753	1
s4870	4	24968	3
s82887	3	204	1
s82723	4	14	1
s140238	2	65	1
s82868	2	58	3
s3829	2	1	3
s105279	2	17	1
s5364	2	1	3
s140216	2	1	3
s105683	2	1	1
s4616	2	504	1
s5281	3	330	3
s1058	5	57385	1
s81486	2	169	1
s138270	2	158	3
s83205	3	215	1
s4845	4	79340	1
s5436	3	53	1
s272	3	13	1
s81599	2	2	1
s3195	4	4488	3
s131968	2	2	3
s105402	5	3154	1
s134648	2	335	3
s81384	4	305	1
s125556	2	247	1
s132026	3	64	1
s1501	2	3	3
s1038	2	103	3
s1000	2	320	1
s885	4	58621	3
s81424	2	21	1
s81658	2	5	1
s121009	2	3	1
s2689	2	51	3
s3502	4	392519	3
s4964	4	36788	3
s4336	4	44818	1
s105453	3	757	1
s2603	4	172457	1
s129186	2	58	3
s1604	4	438792	1
s3580	4	104287	3
s2768	4	123681	1
s105424	4	78	1
s5394	4	1	1
s3783	2	98	1
s4635	2	83	1
s3921	2	338	3
s2317	4	53798	1
s105579	2	1285	3
s82511	4	223	3
s82503	2	8	3
s114860	3	333	3
s114730	2	63	1
s3852	4	19060	1
s1074	4	53565	1
s5051	4	43851	3
s137952	2	280	1
s83276	3	43	3
s3347	3	4498	1
s125447	2	63	3
s1540	4	76659	3
s81794	2	130	1
s2884	2	50	3
s82083	2	52	1
s81674	2	59	1
s140516	2	175	1
s4723	2	76	1
s105256	2	6	1
s114565	2	1	1
s3576	4	18574	3
s2464	4	260235	1
s82960	4	79	3
s1045	4	32808	1
s82891	4	25044	3
s105055	2	1	3
s82818	3	45	3
s21	2	184	1
s5136	4	97	3
s678	2	1	3
s82020	2	114	3
s1474	4	329404	3
s1527	4	65	1
s82225	3	89	1
s4734	2	1	1
s82604	2	230	3
s104819	2	60	1
s105250	2	4	1
s81398	2	354	1
s82192	3	117	1
s5164	2	1	3
s5283	4	450	1
s580	3	160	3
s105437	2	211	1
s81686	3	49	1
s82085	2	6100	1
s2377	4	241589	1
s104894	2	1	1
s125468	2	50	1
s5183	2	62	3
s2760	5	3913	1
s129076	2	355	1
s81391	2	319	1
s105240	2	10	3
s143326	2	143	3
s82365	3	218	3
s2294	4	2611	1
s104885	3	77	3
s125362	2	3108	3
s81547	2	2	3
s1551	4	77553	3
s4362	4	35196	3
s120740	2	7322	1
s1237	4	101921	1
s137953	2	67	3
s96483	3	373	1
s4899	4	40998	1
s114676	2	13	3
s82311	2	136	3
s2490	4	150714	1
s558	4	128	1
s131901	2	167	1
s5317	4	4387	1
s105389	4	735	1
s2105	4	601962	3
s105781	2	25	1
s1239	4	139528	3
s83237	2	1	1
s81645	3	124	1
s105126	4	90	1
s3922	4	64033	3
s1737	4	54799	1
s5415	2	161	1
s3007	4	1988	1
s115069	2	178	1
s120809	2	708	1
s1110	4	53111	3
s2175	4	104856	3
s105567	2	61	1
s82864	2	3	1
s81842	3	91	3
s138239	2	97	3
s1077	2	54575	1
s1274	5	2246	1
s82995	2	302	3
s82844	3	193	3
s81637	4	88	1
s82976	4	247	3
s81846	2	19	1
s83226	3	114	3
s275	4	196	1
s81370	2	45	1
s120877	2	107	3
s82540	2	409	1
s121086	2	60	3
s2762	2	200	1
s120913	2	241	1
s2811	4	59899	1
s965	4	141	1
s82535	3	21	3
s115019	2	95	3
s105809	3	760	1
s4948	2	72	1
s3777	2	6158	1
s82043	3	16	1
s114566	2	81	1
s2534	4	94754	1
s137961	2	94	3
s621	4	22993	3
s125409	2	68	1
s83124	2	1	1
s105142	2	167	3
s2517	2	684	3
s140483	2	1	1
s4557	4	71899	1
s140256	2	56	1
s1940	2	100	1
s3957	4	61	1
s1679	2	163	1
s143330	2	481	1
s3039	2	195	1
s3298	2	55	1
s4043	3	11	1
s3437	2	79	3
s83069	2	8	3
s741	4	4116	3
s1305	4	35178	3
s138207	2	83	3
s125573	2	157	1
s3115	5	33	1
s105719	3	105	1
s2558	4	40518	1
s1338	4	159398	3
s556	4	157	1
s868	4	17756	3
s3334	4	51418	1
s82997	2	980	3
s83162	3	256	3
s211	3	115	3
s2763	4	7	1
s82196	2	74	1
s121096	2	1	1
s503	4	222	3
s1201	4	12	3
s5199	4	5581	3
s5210	2	65	1
s125513	2	115	1
s125352	2	7322	1
s3441	2	4	3
s1753	4	15714	3
s3597	4	115	3
s140532	2	317	1
s2273	4	7758	1
s3740	4	370	3
s82123	2	54	1
s82861	4	165	1
s571	2	588	1
s4090	4	198596	3
s3816	4	149	1
s879	4	11784	3
s82505	2	52	3
s140236	3	219	1
s134783	2	2	1
s114624	2	52	3
s140495	2	56	3
s105185	4	60	1
s138252	2	3	1
s114863	2	7	3
